year,temp_anomaly
2015,-20.30961538461539
2015,-20.399615384615387
2015,-7.999615384615389
2015,-0.1696153846153905
2015,7.430384615384611
2015,17.94038461538461
2015,20.50038461538461
2015,19.520384615384607
2015,15.11038461538461
2015,3.8503846153846126
2015,-8.809615384615391
2015,-14.749615384615389
2016,-21.16961538461539
2016,-13.91961538461539
2016,-5.9096153846153925
2016,-0.19961538461539163
2016,6.920384615384613
2016,18.350384615384606
2016,21.810384615384613
2016,20.120384615384616
2016,13.710384615384605
2016,4.3103846153846135
2016,-5.4396153846153865
2016,-20.439615384615387
2017,-19.81961538461539
2017,-12.229615384615393
2017,-7.259615384615387
2017,0.3903846153846118
2017,7.160384615384608
2017,16.930384615384604
2017,22.30038461538461
2017,18.61038461538461
2017,12.86038461538461
2017,2.3003846153846084
